title,year,budget,revenue,runtime,vote_count,vote_average,popularity,wr,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Mortdecai,2015,60000000,30418560.0,106.0,1078,5,10.241861,5.070294398005572,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Little Fockers,2010,100000000,310650585.0,98.0,1092,5,9.739410000000001,5.069649495271577,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Unfriended,2015,1000000,62882090.0,82.0,1092,5,10.07817,5.069649495271577,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Transporter 3,2008,30000000,108979549.0,104.0,1110,5,9.296824,5.068837519290431,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Die Another Day,2002,140000000,431971116.0,133.0,1112,5,12.996474000000001,5.0687484668722025,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Boy,2016,10000000,64188367.0,97.0,1133,5,17.028854,5.0678271408962505,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Resident Evil: The Final Chapter,2016,40000000,312242626.0,107.0,1139,5,0.75571,5.0675684232577405,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Dumb and Dumber To,2014,40000000,169837010.0,110.0,1140,5,15.402597,5.067525495415773,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Date Night,2010,55000000,152263880.0,97.0,1148,5,8.443736,5.067184026412406,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mirror Mirror,2012,85000000,183018522.0,106.0,1148,5,14.170182999999998,5.067184026412406,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False
Snitch,2013,35000000,42930462.0,112.0,1155,5,13.542675,5.066888061538342,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Ice Age: Collision Course,2016,105000000,408579038.0,100.0,1170,5,20.151037,5.066262549740914,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Grown Ups 2,2013,80000000,246984278.0,100.0,1180,5,9.411725,5.065852001105592,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The League of Extraordinary Gentlemen,2003,78000000,179265204.0,110.0,1181,5,10.488764999999999,5.065811225872709,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
Hitman: Agent 47,2015,35000000,81967450.0,96.0,1183,5,10.721799,5.06572982670651,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Trainwreck,2015,35000000,140795793.0,125.0,1193,5,17.310647,5.065325832688646,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Evan Almighty,2007,175000000,173000000.0,96.0,1194,5,9.156877,5.065285706255789,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Jack Ryan: Shadow Recruit,2014,60000000,50549107.0,105.0,1194,5,11.234862,5.065285706255789,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
The Smurfs,2011,110000000,563749323.0,103.0,1201,5,10.219758,5.065006195586805,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
The Bling Ring,2013,15000000,19145732.0,90.0,1205,5,7.913028999999999,5.064847547153402,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Bee Movie,2007,150000000,287594577.0,91.0,1208,5,8.774374,5.064729068078213,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Alvin and the Chipmunks,2007,60000000,361366633.0,92.0,1212,5,11.805233,5.064571767791267,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Surrogates,2009,80000000,122444772.0,89.0,1219,5,16.211937,5.064298324128509,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
How to Be Single,2016,38000000,112343513.0,110.0,1225,5,8.898988,5.064065780460775,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mechanic: Resurrection,2016,40000000,125729635.0,99.0,1236,5,14.288577,5.063643790290075,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
AVP: Alien vs. Predator,2004,70000000,171183863.0,101.0,1241,5,12.636205,5.063453808826522,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Charlie's Angels,2000,92000000,264105545.0,98.0,1253,5,9.774985000000001,5.063002448004994,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Planet of the Apes,2001,100000000,362211740.0,119.0,1270,5,17.319836,5.062373902455649,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
The Green Hornet,2011,120000000,227817248.0,119.0,1274,5,7.888013000000001,5.062227827742638,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blade: Trinity,2004,65000000,128905366.0,123.0,1276,5,18.860681,5.062155046657559,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
R.I.P.D.,2013,130000000,61648500.0,96.0,1280,5,9.369679,5.062009994039922,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Last Stand,2013,30000000,0.0,107.0,1282,5,10.691321,5.061937721319595,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pompeii,2014,130000000,117831631.0,105.0,1294,5,12.204174,5.061507598254876,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
Abraham Lincoln: Vampire Hunter,2012,69000000,112265139.0,94.0,1297,5,7.922636,5.061400999297762,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Gods of Egypt,2016,140000000,150680864.0,127.0,1303,5,13.337707,5.061188906035938,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Hail, Caesar!",2016,22000000,63647656.0,106.0,1338,5,11.241366,5.059980321548773,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
The Last Witch Hunter,2015,90000000,146936910.0,106.0,1345,5,13.412445000000002,5.059744311289728,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Golden Compass,2007,180000000,372234864.0,113.0,1347,5,11.481378999999999,5.0596772205415075,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Paranormal Activity,2007,15000,193355800.0,86.0,1351,5,12.706424,5.059543490075308,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Journey to the Center of the Earth,2008,45000000,101702060.0,93.0,1353,5,10.419974,5.059476849347748,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
47 Ronin,2013,175000000,150962475.0,119.0,1357,5,14.889370000000001,5.059344014396665,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Resident Evil: Afterlife,2010,60000000,300228084.0,97.0,1382,5,0.452934,5.058527053846049,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Alien: Resurrection,1997,70000000,162000000.0,109.0,1388,5,15.57784,5.058334319310881,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
This Means War,2012,65000000,156974557.0,103.0,1411,5,12.366641,5.057607116414323,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Mummy: Tomb of the Dragon Emperor,2008,145000000,401128639.0,112.0,1418,5,14.250226999999999,5.057389378933276,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Superman Returns,2006,270000000,391081192.0,154.0,1429,5,13.284711999999999,5.057050525917566,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Dirty Grandpa,2016,11500000,94073028.0,102.0,1429,5,16.290586,5.057050525917566,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lara Croft Tomb Raider: The Cradle of Life,2003,95000000,156505388.0,117.0,1443,5,13.076349,5.056625002548975,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
xXx,2002,70000000,277448382.0,124.0,1454,5,12.722381,5.0562950899281915,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Happy Feet,2006,100000000,384335608.0,108.0,1457,5,15.088318,5.056205779896576,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wrath of the Titans,2012,150000000,301000000.0,99.0,1459,5,7.739903999999999,5.056146397139158,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Battle: Los Angeles,2011,70000000,202466756.0,116.0,1462,5,6.7537460000000005,5.056057557903178,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Great Wall,2016,150000000,331957105.0,103.0,1465,5,15.884744,5.055968999359887,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Parker,2013,35000000,46216641.0,118.0,1467,5,13.963892000000001,5.055910115615164,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Neighbors 2: Sorority Rising,2016,35000000,108758521.0,91.0,1490,5,9.914008,5.055241751447207,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Million Ways to Die in the West,2014,0,0.0,116.0,1494,5,10.38391,5.05512714200437,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
xXx: Return of Xander Cage,2017,85000000,346147658.0,107.0,1497,5,17.918269,5.05504149652223,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carrie,2013,30000000,82394288.0,100.0,1505,5,18.399055,5.054814404220952,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
The Sorcerer's Apprentice,2010,150000000,215283742.0,109.0,1526,5,12.533525,5.054227107032871,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Knowing,2009,50000000,155446362.0,121.0,1528,5,9.806904,5.054171829655671,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
Batman Forever,1995,100000000,336529144.0,121.0,1529,5,13.321354000000001,5.054144233206534,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
